owner	path	coupling_score	rationale
core	src/domain/ingestion-ops-efct.test.js	0	portable application logic or core-facing test
core	src/domain/ingestion.ops.efct.js	1	portable application logic or core-facing test
core	src/domain/ingestion.pure.js	0	portable application logic or core-facing test
core	src/domain/ingestion.test.js	0	portable application logic or core-facing test
core	src/domain/policy-ops-cardinality.test.js	0	portable application logic or core-facing test
core	src/domain/policy.ops.efct.js	1	portable application logic or core-facing test
core	src/domain/policy.pure.js	0	portable application logic or core-facing test
core	src/domain/policy.test.js	0	portable application logic or core-facing test
shell	src/index-app-services.orch.2.js	8	app/bootstrap assembly that composes runtime services with transport-facing LoreMcp ctor
shell	src/index-app-services.test.js	6	host/bootstrap test for app assembly surface
shell	src/index-core.orch.1.js	9	host/bootstrap/adapter code or host-shaped test
shell	src/index-default-handler-services.orch.2.js	7	host/bootstrap/adapter code or host-shaped test
core	src/index-runtime-configure-db-deps.orch.4.js	4	portable application logic or core-facing test
core	src/index-runtime-configure-deps.orch.3.js	4	portable application logic or core-facing test
core	src/index-runtime-configure-domain-deps.orch.4.js	4	portable application logic or core-facing test
core	src/index-runtime-configure-mcp-deps.orch.4.js	4	portable application logic or core-facing test
core	src/index-runtime-ingestion-deps.orch.3.js	4	portable application logic or core-facing test
core	src/index-runtime-init-deps.orch.3.js	4	portable application logic or core-facing test
shell	src/index-runtime-services.orch.2.js	5	runtime/app assembly remains shell-owned bootstrap orchestration
core	src/index-runtime-std.orch.3.js	4	portable application logic or core-facing test
shell	src/index-worker-services.orch.2.js	10	host/bootstrap/adapter code or host-shaped test
shell	src/index.js	9	host/bootstrap/adapter code or host-shaped test
shell	src/index.orch.0.js	9	host/bootstrap/adapter code or host-shaped test
core	src/lib/auth-helpers.pure.js	0	portable application logic or core-facing test
core	src/lib/auth-helpers.test.js	6	portable application logic or core-facing test
core	src/lib/constant-time-equal.pure.js	0	portable application logic or core-facing test
core	src/lib/errors.pure.js	0	portable application logic or core-facing test
core	src/lib/errors.test.js	0	portable application logic or core-facing test
core	src/lib/format-efct.test.js	0	portable application logic or core-facing test
core	src/lib/format.efct.js	1	portable application logic or core-facing test
core	src/lib/format.pure.js	0	portable application logic or core-facing test
core	src/lib/format.test.js	0	portable application logic or core-facing test
core	src/lib/knowledge-types.pure.js	0	portable application logic or core-facing test
core	src/lib/knowledge-types.type.js	0	portable application logic or core-facing test
core	src/lib/observe-efct.test.js	0	portable application logic or core-facing test
core	src/lib/observe.efct.js	1	portable application logic or core-facing test
core	src/lib/std.pure.js	0	portable application logic or core-facing test
core	src/lib/std.type.js	0	portable application logic or core-facing test
core	src/lib/types.type.js	0	portable application logic or core-facing test
core	src/lib/ulid.pure.js	0	portable application logic or core-facing test
core	src/lib/ulid.test.js	0	portable application logic or core-facing test
core	src/lib/validity.pure.js	0	portable application logic or core-facing test
core	src/lib/validity.test.js	0	portable application logic or core-facing test
core	src/mcp/mcp.type.js	0	portable application logic or core-facing test
core	src/mcp/prompts.pure.js	0	portable application logic or core-facing test
core	src/mcp/prompts.test.js	1	portable application logic or core-facing test
core	src/mcp/resources.efct.js	2	portable application logic or core-facing test
core	src/mcp/resources.test.js	1	portable application logic or core-facing test
core	src/mcp/subscriptions.pure.js	0	portable application logic or core-facing test
core	src/mcp/subscriptions.test.js	1	portable application logic or core-facing test
core	src/mcp/tools-build-info.test.js	1	portable application logic or core-facing test
core	src/mcp/tools-core.pure.js	0	portable application logic or core-facing test
core	src/mcp/tools-cursor-validation.test.js	1	portable application logic or core-facing test
core	src/mcp/tools-cursor.pure.js	0	portable application logic or core-facing test
core	src/mcp/tools-embedding-status.test.js	1	portable application logic or core-facing test
core	src/mcp/tools-enable-auto-updates.test.js	1	portable application logic or core-facing test
core	src/mcp/tools-entity.efct.js	2	portable application logic or core-facing test
core	src/mcp/tools-entry-admin.efct.js	2	portable application logic or core-facing test
core	src/mcp/tools-entry-public.pure.js	0	portable application logic or core-facing test
core	src/mcp/tools-entry-query-hybrid.efct.js	2	portable application logic or core-facing test
core	src/mcp/tools-entry-query-plain.efct.js	2	portable application logic or core-facing test
core	src/mcp/tools-entry-store.efct.js	2	portable application logic or core-facing test
core	src/mcp/tools-entry-update.efct.js	2	portable application logic or core-facing test
core	src/mcp/tools-entry-write.pure.js	0	portable application logic or core-facing test
core	src/mcp/tools-extract-lessons.test.js	1	portable application logic or core-facing test
core	src/mcp/tools-graph-public.pure.js	0	portable application logic or core-facing test
core	src/mcp/tools-graph-query.efct.js	2	portable application logic or core-facing test
core	src/mcp/tools-graph-relate.efct.js	2	portable application logic or core-facing test
core	src/mcp/tools-graph-resolve.efct.js	2	portable application logic or core-facing test
core	src/mcp/tools-graph-resolve.test.js	1	portable application logic or core-facing test
core	src/mcp/tools-graph-update.efct.js	2	portable application logic or core-facing test
core	src/mcp/tools-handler.test-helpers.js	0	portable application logic or core-facing test
core	src/mcp/tools-noop-update.test.js	1	portable application logic or core-facing test
core	src/mcp/tools-policy.test.js	1	portable application logic or core-facing test
core	src/mcp/tools-public-record.pure.js	0	portable application logic or core-facing test
core	src/mcp/tools-query-dispatch.test.js	1	portable application logic or core-facing test
core	src/mcp/tools-query-entities-efct.test.js	1	portable application logic or core-facing test
core	src/mcp/tools-query-entities-pure.test.js	1	portable application logic or core-facing test
core	src/mcp/tools-query-response-shape-hybrid.test.js	1	portable application logic or core-facing test
core	src/mcp/tools-query-response-shape-plain.test.js	1	portable application logic or core-facing test
core	src/mcp/tools-query-response-shape.test-helpers.js	0	portable application logic or core-facing test
core	src/mcp/tools-retrieve-resilience.test.js	1	portable application logic or core-facing test
core	src/mcp/tools-schemas.pure.js	0	portable application logic or core-facing test
core	src/mcp/tools-set-type.test.js	1	portable application logic or core-facing test
core	src/mcp/tools-surface.test.js	1	portable application logic or core-facing test
core	src/mcp/tools-system.efct.js	2	portable application logic or core-facing test
core	src/mcp/tools-time.test.js	1	portable application logic or core-facing test
core	src/mcp/tools-upsert-conflict.e2e.test.js	1	portable application logic or core-facing test
core	src/mcp/tools-upsert-entity-events.test.js	1	portable application logic or core-facing test
core	src/mcp/tools-validation.pure.js	0	portable application logic or core-facing test
core	src/mcp/tools-validity-validation.test.js	1	portable application logic or core-facing test
core	src/mcp/tools.pure.js	0	portable application logic or core-facing test
shell	src/regression-surface.e2e.test.js	6	host/bootstrap/adapter code or host-shaped test
core	src/templates/auth-page.pure.js	0	portable application logic or core-facing test
core	src/templates/auth-page.test.js	0	portable application logic or core-facing test
core	src/templates/enroll-passkey.pure.js	0	portable application logic or core-facing test
core	src/templates/enroll-passkey.test.js	0	portable application logic or core-facing test
core	src/templates/enroll-totp.pure.js	0	portable application logic or core-facing test
core	src/templates/enroll-totp.test.js	0	portable application logic or core-facing test
core	src/templates/install-workflow.pure.js	0	portable application logic or core-facing test
core	src/templates/install-workflow.test.js	0	portable application logic or core-facing test
core	src/templates/template-helpers.pure.js	0	portable application logic or core-facing test
core	src/test-helpers/db-d1.test.js	4	portable application logic or core-facing test
core	src/test-helpers/html-scrape.test.js	2	portable application logic or core-facing test
core	src/test-helpers/http-cookies.test.js	2	portable application logic or core-facing test
shell	src/test-helpers/http-kv-context.test.js	4	host/bootstrap/adapter code or host-shaped test
core	src/test-helpers/mcp-zod-stub.test.js	2	portable application logic or core-facing test
shell	src/test-helpers/memory-kv.test.js	4	host/bootstrap/adapter code or host-shaped test
core	src/test-helpers/runtime.shared.test.js	2	portable application logic or core-facing test
core	src/totp.pure.js	0	portable application logic or core-facing test
core	src/types/auth-wiring-e2e.type.js	0	portable application logic or core-facing test
core	src/types/auth.type.js	0	portable application logic or core-facing test
core	src/types/db.type.js	0	portable application logic or core-facing test
core	src/types/default-handler-test.type.js	0	portable application logic or core-facing test
core	src/types/domain.type.js	0	portable application logic or core-facing test
core	src/types/format.type.js	0	portable application logic or core-facing test
core	src/types/qrcode-svg.d.ts	0	portable application logic or core-facing test
core	src/types/result.type.js	0	portable application logic or core-facing test
core	src/types/runtime-deps.type.js	0	portable application logic or core-facing test
core	src/types/templates.type.js	0	portable application logic or core-facing test
shell	src/webauthn.efct.js	4	host/bootstrap/adapter code or host-shaped test
core	src/webauthn.pure.js	0	portable application logic or core-facing test
shell	src/wiring/admin-install-workflow.e2e.test.js	6	host/bootstrap/adapter code or host-shaped test
shell	src/wiring/default-handler-admin-adapter.orch.3.js	8	host/bootstrap/adapter code or host-shaped test
shell	src/wiring/default-handler-auth-adapter.orch.3.js	8	host/bootstrap/adapter code or host-shaped test
shell	src/wiring/default-handler-auth-adapter.test.js	6	host/bootstrap/adapter code or host-shaped test
shell	src/wiring/default-handler-config.orch.3.js	7	host/bootstrap/adapter code or host-shaped test
core	src/wiring/default-handler-helpers.orch.2.js	4	portable application logic or core-facing test
core	src/wiring/default-handler-helpers.test.js	4	portable application logic or core-facing test
shell	src/wiring/default-handler-host.orch.3.js	8	shell host adapter for request env and client ip extraction
shell	src/wiring/default-handler-host.test.js	6	host adapter test for request env/client ip extraction
shell	src/wiring/default-handler-lookup.e2e.test.js	6	host/bootstrap/adapter code or host-shaped test
shell	src/wiring/default-handler-passkey-uv.e2e.test.js	6	host/bootstrap/adapter code or host-shaped test
shell	src/wiring/default-handler-request-context.orch.2.js	9	host/bootstrap/adapter code or host-shaped test
core	src/wiring/default-handler-routes.orch.2.js	4	portable application logic or core-facing test
shell	src/wiring/default-handler.orch.1.js	6	shell request/transport wrapper that creates host request context before delegating to core routes
shell	src/wiring/default-handler.orch.test.js	8	host/bootstrap/adapter code or host-shaped test
shell	src/wiring/default-handler.test-helpers.js	5	host/bootstrap/adapter code or host-shaped test
core	src/wiring/github-workflow-adapter-efct.test.js	4	portable application logic or core-facing test
shell	src/wiring/github-workflow-adapter.efct.js	4	host/bootstrap/adapter code or host-shaped test
shell	src/wiring/loremcp-host.orch.4.js	7	shell host adapter over LoreMcp instance shape
shell	src/wiring/loremcp-host.test.js	5	host adapter test for LoreMcp instance wiring
shell	src/wiring/loremcp-init.test.js	6	host/bootstrap/adapter code or host-shaped test
shell	src/wiring/loremcp.efct.js	7	runtime instance lifecycle assembly remains shell-owned orchestration
core	src/wiring/mcp-agent-efct.test.js	4	portable application logic or core-facing test
shell	src/wiring/mcp-agent.efct.js	8	host/bootstrap/adapter code or host-shaped test
shell	src/wiring/mcp-api-handler.efct.js	9	host/bootstrap/adapter code or host-shaped test
core	src/wiring/runtime-configure-conflicts.orch.4.js	4	portable application logic or core-facing test
core	src/wiring/runtime-configure-core.orch.3.js	5	core policy/result/logging assembly after host extraction
core	src/wiring/runtime-configure-embedding.orch.4.js	7	portable application logic or core-facing test
shell	src/wiring/runtime-configure-host.orch.4.js	7	shell host adapter for server configuration env inputs
core	src/wiring/runtime-configure-ingestion.orch.4.js	4	portable application logic or core-facing test
shell	src/wiring/runtime-configure-runtime-ops.orch.3.js	7	runtime operation assembly now bridges core builders with shell host adapters
shell	src/wiring/runtime-configure-server.integration.test.js	6	host/bootstrap/adapter code or host-shaped test
shell	src/wiring/runtime-configure-server.orch.3.js	6	shell runtime/server assembly that bridges env-derived host adapters into core server registration
core	src/wiring/runtime-core.orch.2.js	4	portable application logic or core-facing test
core	src/wiring/runtime-cursor-utils.orch.4.js	4	portable application logic or core-facing test
core	src/wiring/runtime-data-utils.orch.4.js	4	portable application logic or core-facing test
core	src/wiring/runtime-entity-history.orch.3.js	4	portable application logic or core-facing test
core	src/wiring/runtime-entry-ops.orch.4.js	4	portable application logic or core-facing test
core	src/wiring/runtime-entry-rules.orch.5.js	4	portable application logic or core-facing test
core	src/wiring/runtime-entry-triple.orch.3.js	4	portable application logic or core-facing test
core	src/wiring/runtime-entry-wiring.test.js	4	portable application logic or core-facing test
core	src/wiring/runtime-error-utils.orch.4.js	4	portable application logic or core-facing test
core	src/wiring/runtime-graph-expand-query.orch.4.js	4	portable application logic or core-facing test
core	src/wiring/runtime-graph-expand-shared.orch.4.js	4	portable application logic or core-facing test
core	src/wiring/runtime-graph-expand-state.orch.4.js	4	portable application logic or core-facing test
core	src/wiring/runtime-graph-expand.orch.3.js	4	portable application logic or core-facing test
core	src/wiring/runtime-graph-expand.test.js	4	portable application logic or core-facing test
shell	src/wiring/runtime-ingestion-host.orch.4.js	8	shell host adapter for ingestion env bindings and retry config
shell	src/wiring/runtime-ingestion-host.test.js	6	host adapter test for ingestion env binding translation
shell	src/wiring/runtime-ingestion-retry.test.js	6	host-shaped ingestion runtime test over env-backed orchestration
core	src/wiring/runtime-ingestion.orch.3.js	4	portable application logic or core-facing test
core	src/wiring/runtime-like-fallback.test.js	4	portable application logic or core-facing test
core	src/wiring/runtime-like-query.test.js	4	portable application logic or core-facing test
shell	src/wiring/runtime-ops-host.orch.4.js	8	shell host adapter for db ai vector and semantic runtime inputs
shell	src/wiring/runtime-ops-host.test.js	6	host adapter test for runtime ops env translation
core	src/wiring/runtime-parse-utils.orch.4.js	4	portable application logic or core-facing test
core	src/wiring/runtime-prompts-binding.test.js	4	portable application logic or core-facing test
core	src/wiring/runtime-resolve-entity.orch.4.js	4	portable application logic or core-facing test
shell	src/wiring/runtime-run-ingestion.orch.3.js	7	scheduled ingestion runtime still wraps shell ingestion host inputs
core	src/wiring/runtime-search-fallback.orch.4.js	4	portable application logic or core-facing test
shell	src/wiring/runtime-search-host.orch.4.js	8	shell host adapter for semantic search and embedding provider ports
shell	src/wiring/runtime-search-host.test.js	6	host adapter test for semantic search and embedding ports
core	src/wiring/runtime-search.orch.3.js	9	core lexical/graph search logic with injected semantic ports
core	src/wiring/runtime-semantic-threshold.test.js	4	pure threshold parsing test for core helper behavior
core	src/wiring/runtime-server-registration.orch.3.js	5	portable application logic or core-facing test
core	src/wiring/runtime-surface.orch.3.js	4	portable application logic or core-facing test
core	src/wiring/runtime-time-utils.orch.4.js	6	core time and timezone helpers after build-hash extraction
core	src/wiring/runtime-tool-error-boundary.test.js	4	portable application logic or core-facing test
core	src/wiring/runtime-tools-deps.orch.3.js	8	core tool dependency assembly over injected host deps
core	src/wiring/runtime-tools-embedding.orch.4.js	6	core embedding helper logic over injected db and sync ports
shell	src/wiring/runtime-tools-host.orch.4.js	8	shell host adapter for build hash repo target and vectorize env inputs
shell	src/wiring/runtime-tools-host.test.js	6	host adapter test for tool-layer env translation
core	src/wiring/runtime-tools-maintenance.orch.4.js	6	core maintenance helper logic over injected db and entry ops
core	src/wiring/runtime-triple-ops.orch.4.js	4	portable application logic or core-facing test
core	src/wiring/runtime-value-helpers.orch.3.js	4	portable application logic or core-facing test
core	src/wiring/runtime.orch.1.js	4	portable application logic or core-facing test
core	src/wiring/schedule.pure.js	0	portable application logic or core-facing test
core	src/wiring/schedule.test.js	4	portable application logic or core-facing test
shell	test-preload.test.js	9	host/bootstrap/adapter code or host-shaped test
shell	worker-configuration.d.ts	10	host/bootstrap/adapter code or host-shaped test
